loan_id,business_age_years,sector,num_employees,annual_revenue_usd,loan_amount_usd,loan_term_months,interest_rate_pct,credit_score,debt_to_income_ratio,loan_purpose,state,default_flag,default_probability,decision,underwriter_brief
L00140,11,Hospitality,232,1675313.09,333116.9,60,6.56,706,0.544,Expansion,NY,1,0.7565,Decline,"RISK SUMMARY: Decline at 75.7% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.54) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00141,8,Agriculture,115,3575385.68,324010.89,36,15.84,588,0.474,Real Estate,OH,1,0.7857,Decline,"RISK SUMMARY: Decline at 78.6% default probability. Low credit score (588) materially increases default risk.

KEY SIGNALS:
- Low credit score (588) materially increases default risk.
- Business operating history (8 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00142,15,Hospitality,185,3885096.46,248615.98,12,6.87,561,0.563,Equipment,NC,1,0.5528,Review,"RISK SUMMARY: Review at 55.3% default probability. Low credit score (561) materially increases default risk.

KEY SIGNALS:
- Low credit score (561) materially increases default risk.
- Debt-to-income ratio (0.56) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00143,7,Technology,377,4437362.37,47466.57,12,16.54,779,0.447,Refinancing,PA,0,0.4299,Review,"RISK SUMMARY: Review at 43.0% default probability. Business operating history (7 years) is limited.

KEY SIGNALS:
- Business operating history (7 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00144,19,Manufacturing,466,231448.73,137702.0,60,10.87,596,0.301,Equipment,PA,0,0.2813,Approve,"RISK SUMMARY: Approve at 28.1% default probability. Low credit score (596) materially increases default risk.

KEY SIGNALS:
- Low credit score (596) materially increases default risk.
- Employee count (466) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00145,10,Manufacturing,239,2530559.7,54371.47,36,11.28,642,0.566,Refinancing,NY,0,0.5615,Review,"RISK SUMMARY: Review at 56.2% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.57) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00146,5,Hospitality,83,936768.66,474868.8,24,14.43,767,0.617,Working Capital,FL,0,0.4692,Review,"RISK SUMMARY: Review at 46.9% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Debt-to-income ratio (0.62) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00147,8,Retail,137,1878704.17,30976.14,24,11.49,704,0.313,Expansion,CA,1,0.4759,Review,"RISK SUMMARY: Review at 47.6% default probability. Business operating history (8 years) is limited.

KEY SIGNALS:
- Business operating history (8 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00148,21,Technology,54,3533494.45,265472.72,36,15.77,654,0.418,Refinancing,NY,0,0.335,Approve,"RISK SUMMARY: Approve at 33.5% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Sector exposure (Technology) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00149,13,Technology,302,3284015.91,419379.84,60,7.9,634,0.384,Real Estate,WA,0,0.6736,Decline,"RISK SUMMARY: Decline at 67.4% default probability. Loan purpose (Real Estate) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Real Estate) has performed worse than the portfolio average.
- Requested loan amount ($419,380) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00150,16,Healthcare,5,2534093.07,78094.47,24,7.6,783,0.454,Equipment,NY,0,0.2395,Approve,"RISK SUMMARY: Approve at 24.0% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.45) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00151,12,Healthcare,369,4093927.62,333943.73,48,15.45,578,0.365,Expansion,OH,0,0.6664,Decline,"RISK SUMMARY: Decline at 66.6% default probability. Low credit score (578) materially increases default risk.

KEY SIGNALS:
- Low credit score (578) materially increases default risk.
- State cohort (OH) has a weaker repayment pattern in the training data.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00152,6,Construction,428,2083951.08,129398.45,24,12.24,602,0.174,Refinancing,CA,0,0.5073,Review,"RISK SUMMARY: Review at 50.7% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Credit score (602) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00153,5,Retail,87,1328385.25,98218.39,48,12.59,529,0.583,Real Estate,TX,1,0.9222,Decline,"RISK SUMMARY: Decline at 92.2% default probability. Low credit score (529) materially increases default risk.

KEY SIGNALS:
- Low credit score (529) materially increases default risk.
- Business operating history (5 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00154,7,Hospitality,312,4964240.33,434978.18,24,7.46,730,0.43,Refinancing,NY,0,0.8076,Decline,"RISK SUMMARY: Decline at 80.8% default probability. Business operating history (7 years) is limited.

KEY SIGNALS:
- Business operating history (7 years) is limited.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00155,17,Technology,87,3634724.65,177908.92,48,12.55,555,0.226,Expansion,NY,1,0.5015,Review,"RISK SUMMARY: Review at 50.2% default probability. Low credit score (555) materially increases default risk.

KEY SIGNALS:
- Low credit score (555) materially increases default risk.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00156,7,Healthcare,442,4551229.15,345340.24,24,12.67,610,0.362,Refinancing,PA,1,0.7828,Decline,"RISK SUMMARY: Decline at 78.3% default probability. Business operating history (7 years) is limited.

KEY SIGNALS:
- Business operating history (7 years) is limited.
- Credit score (610) is below the stronger-performing borrower range.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00157,18,Healthcare,387,631706.21,246298.06,24,16.68,796,0.555,Expansion,NC,0,0.095,Approve,"RISK SUMMARY: Approve at 9.5% default probability. Debt-to-income ratio (0.56) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.56) is high relative to the training portfolio.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00158,2,Construction,273,2173333.51,469826.6,48,15.16,715,0.293,Refinancing,TX,1,0.5541,Review,"RISK SUMMARY: Review at 55.4% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Requested loan amount ($469,827) is large for this portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00159,14,Manufacturing,132,2411849.12,123931.32,12,8.32,798,0.325,Equipment,CA,0,0.1173,Approve,"RISK SUMMARY: Approve at 11.7% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Interest rate (8.32%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00160,1,Healthcare,269,633251.59,13525.09,24,13.78,681,0.325,Working Capital,NY,0,0.4742,Review,"RISK SUMMARY: Review at 47.4% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00161,19,Technology,135,4282135.79,217545.16,36,12.76,723,0.515,Expansion,NC,0,0.0919,Approve,"RISK SUMMARY: Approve at 9.2% default probability. Debt-to-income ratio (0.52) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.52) is high relative to the training portfolio.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00162,16,Manufacturing,191,2817514.46,247042.48,36,12.3,723,0.505,Working Capital,FL,0,0.081,Approve,"RISK SUMMARY: Approve at 8.1% default probability. Debt-to-income ratio (0.51) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.51) is high relative to the training portfolio.
- No secondary driver rose materially above the rest.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00163,23,Manufacturing,53,1111567.8,206274.84,36,15.31,546,0.188,Working Capital,TX,0,0.1046,Approve,"RISK SUMMARY: Approve at 10.5% default probability. Low credit score (546) materially increases default risk.

KEY SIGNALS:
- Low credit score (546) materially increases default risk.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00164,16,Healthcare,224,486296.41,138915.08,36,5.58,539,0.498,Expansion,PA,1,0.7951,Decline,"RISK SUMMARY: Decline at 79.5% default probability. Low credit score (539) materially increases default risk.

KEY SIGNALS:
- Low credit score (539) materially increases default risk.
- Debt-to-income ratio (0.50) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00165,21,Healthcare,148,3572448.87,302761.56,24,13.14,744,0.106,Refinancing,IL,0,0.0813,Approve,"RISK SUMMARY: Approve at 8.1% default probability. Loan term (24 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (24 months) is longer than the lower-risk cohort.
- Requested loan amount ($302,762) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00166,20,Healthcare,266,3507326.18,311443.09,12,9.36,520,0.637,Working Capital,IL,1,0.6211,Review,"RISK SUMMARY: Review at 62.1% default probability. Low credit score (520) materially increases default risk.

KEY SIGNALS:
- Low credit score (520) materially increases default risk.
- Debt-to-income ratio (0.64) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00167,25,Hospitality,182,3364827.13,208670.97,24,11.49,555,0.606,Refinancing,IL,1,0.5738,Review,"RISK SUMMARY: Review at 57.4% default probability. Low credit score (555) materially increases default risk.

KEY SIGNALS:
- Low credit score (555) materially increases default risk.
- Debt-to-income ratio (0.61) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00168,24,Agriculture,288,4579294.42,180566.67,36,7.55,619,0.35,Expansion,PA,1,0.3655,Approve,"RISK SUMMARY: Approve at 36.6% default probability. Credit score (619) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (619) is below the stronger-performing borrower range.
- State cohort (PA) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00169,6,Hospitality,261,577001.53,45469.13,36,9.09,579,0.542,Real Estate,NC,1,0.6584,Decline,"RISK SUMMARY: Decline at 65.8% default probability. Low credit score (579) materially increases default risk.

KEY SIGNALS:
- Low credit score (579) materially increases default risk.
- Business operating history (6 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00170,19,Technology,357,2241704.77,194769.34,48,14.89,693,0.629,Expansion,OH,0,0.4803,Review,"RISK SUMMARY: Review at 48.0% default probability. Debt-to-income ratio (0.63) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.63) is high relative to the training portfolio.
- State cohort (OH) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00171,1,Hospitality,61,1326207.84,197509.89,24,13.64,637,0.54,Expansion,WA,0,0.8675,Decline,"RISK SUMMARY: Decline at 86.8% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Debt-to-income ratio (0.54) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00172,1,Construction,428,1353580.97,150771.9,48,13.59,695,0.142,Equipment,OH,0,0.4067,Review,"RISK SUMMARY: Review at 40.7% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- State cohort (OH) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00173,7,Healthcare,139,954783.04,375616.57,24,11.24,622,0.229,Equipment,IL,0,0.609,Review,"RISK SUMMARY: Review at 60.9% default probability. Business operating history (7 years) is limited.

KEY SIGNALS:
- Business operating history (7 years) is limited.
- Credit score (622) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00174,7,Agriculture,129,4189856.81,184453.41,12,6.12,560,0.472,Expansion,PA,1,0.8865,Decline,"RISK SUMMARY: Decline at 88.6% default probability. Low credit score (560) materially increases default risk.

KEY SIGNALS:
- Low credit score (560) materially increases default risk.
- Business operating history (7 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00175,1,Agriculture,440,2730296.08,30708.93,48,9.51,681,0.371,Refinancing,IL,0,0.5565,Review,"RISK SUMMARY: Review at 55.7% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Employee count (440) is smaller than stronger-performing cohorts.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00176,25,Healthcare,145,2019503.51,377583.0,24,5.23,736,0.363,Refinancing,CA,0,0.1959,Approve,"RISK SUMMARY: Approve at 19.6% default probability. Interest rate (5.23%) is elevated, which often coincides with weaker borrower quality.

KEY SIGNALS:
- Interest rate (5.23%) is elevated, which often coincides with weaker borrower quality.
- Requested loan amount ($377,583) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00177,13,Agriculture,353,3890724.62,234026.06,12,13.93,755,0.274,Working Capital,CA,0,0.1266,Approve,"RISK SUMMARY: Approve at 12.7% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Employee count (353) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00178,13,Healthcare,53,1660909.19,310261.27,36,7.03,654,0.23,Expansion,PA,0,0.5077,Review,"RISK SUMMARY: Review at 50.8% default probability. State cohort (PA) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (PA) has a weaker repayment pattern in the training data.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00179,6,Hospitality,219,1092135.79,353349.19,36,9.43,725,0.254,Equipment,PA,0,0.6204,Review,"RISK SUMMARY: Review at 62.0% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00180,19,Construction,119,4080243.79,363199.58,24,12.0,715,0.208,Equipment,OH,0,0.1623,Approve,"RISK SUMMARY: Approve at 16.2% default probability. State cohort (OH) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (OH) has a weaker repayment pattern in the training data.
- Requested loan amount ($363,200) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00181,6,Hospitality,257,715634.84,447702.5,60,11.71,681,0.532,Real Estate,IL,0,0.7975,Decline,"RISK SUMMARY: Decline at 79.8% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Debt-to-income ratio (0.53) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00182,19,Retail,205,539925.26,90037.52,24,15.49,763,0.561,Working Capital,OH,0,0.1843,Approve,"RISK SUMMARY: Approve at 18.4% default probability. Debt-to-income ratio (0.56) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.56) is high relative to the training portfolio.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00183,9,Technology,186,2823732.67,466603.84,36,9.15,730,0.167,Refinancing,FL,0,0.3483,Approve,"RISK SUMMARY: Approve at 34.8% default probability. Requested loan amount ($466,604) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($466,604) is large for this portfolio.
- Business operating history (9 years) is limited.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00184,21,Construction,277,913967.24,392351.46,36,8.89,781,0.368,Expansion,TX,0,0.2488,Approve,"RISK SUMMARY: Approve at 24.9% default probability. State cohort (TX) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (TX) has a weaker repayment pattern in the training data.
- Requested loan amount ($392,351) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00185,10,Hospitality,325,4785142.43,435446.25,36,10.19,727,0.567,Working Capital,TX,0,0.5626,Review,"RISK SUMMARY: Review at 56.3% default probability. Debt-to-income ratio (0.57) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.57) is high relative to the training portfolio.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00186,8,Technology,164,3282414.83,358112.41,60,13.2,658,0.588,Real Estate,PA,0,0.7517,Decline,"RISK SUMMARY: Decline at 75.2% default probability. Debt-to-income ratio (0.59) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.59) is high relative to the training portfolio.
- Business operating history (8 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00187,15,Hospitality,87,960236.69,21319.54,24,13.44,560,0.216,Expansion,TX,1,0.5971,Review,"RISK SUMMARY: Review at 59.7% default probability. Low credit score (560) materially increases default risk.

KEY SIGNALS:
- Low credit score (560) materially increases default risk.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00188,16,Healthcare,29,180506.32,204536.14,12,5.9,599,0.146,Expansion,IL,0,0.4878,Review,"RISK SUMMARY: Review at 48.8% default probability. Low credit score (599) materially increases default risk.

KEY SIGNALS:
- Low credit score (599) materially increases default risk.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00189,24,Technology,228,3151079.39,74325.78,24,4.89,702,0.573,Real Estate,OH,0,0.4707,Review,"RISK SUMMARY: Review at 47.1% default probability. Debt-to-income ratio (0.57) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.57) is high relative to the training portfolio.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00190,18,Technology,282,2251982.42,485075.71,60,6.89,753,0.447,Refinancing,GA,0,0.3429,Approve,"RISK SUMMARY: Approve at 34.3% default probability. Requested loan amount ($485,076) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($485,076) is large for this portfolio.
- Interest rate (6.89%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00191,21,Healthcare,160,4549169.6,246009.32,24,15.36,746,0.269,Expansion,IL,0,0.11,Approve,"RISK SUMMARY: Approve at 11.0% default probability. Loan purpose (Expansion) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Expansion) has performed worse than the portfolio average.
- Loan term (24 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00192,1,Retail,269,4086129.96,425493.78,36,8.37,793,0.105,Expansion,OH,1,0.6234,Review,"RISK SUMMARY: Review at 62.3% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00193,10,Retail,394,2180654.8,153532.08,24,15.26,800,0.306,Expansion,NC,0,0.1283,Approve,"RISK SUMMARY: Approve at 12.8% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00194,8,Manufacturing,368,3698733.38,200964.4,48,7.48,560,0.332,Equipment,NC,0,0.2586,Approve,"RISK SUMMARY: Approve at 25.9% default probability. Low credit score (560) materially increases default risk.

KEY SIGNALS:
- Low credit score (560) materially increases default risk.
- Business operating history (8 years) is limited.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00195,20,Agriculture,357,3438969.44,149491.66,60,15.42,731,0.203,Working Capital,NY,0,0.0484,Approve,"RISK SUMMARY: Approve at 4.8% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Employee count (357) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00196,4,Construction,235,3107760.6,143345.72,60,11.14,684,0.111,Working Capital,NC,1,0.0298,Approve,"RISK SUMMARY: Approve at 3.0% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Interest rate (11.14%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00197,4,Technology,139,668944.05,224824.15,12,7.64,597,0.108,Equipment,WA,0,0.746,Decline,"RISK SUMMARY: Decline at 74.6% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Low credit score (597) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00198,16,Technology,239,3499827.27,25551.19,12,15.89,594,0.131,Expansion,TX,0,0.4348,Review,"RISK SUMMARY: Review at 43.5% default probability. Low credit score (594) materially increases default risk.

KEY SIGNALS:
- Low credit score (594) materially increases default risk.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00199,6,Manufacturing,460,4215619.48,410452.85,12,6.15,647,0.312,Expansion,FL,0,0.7198,Decline,"RISK SUMMARY: Decline at 72.0% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00200,2,Manufacturing,237,3689847.76,56040.55,24,10.88,679,0.615,Equipment,CA,0,0.5687,Review,"RISK SUMMARY: Review at 56.9% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Debt-to-income ratio (0.61) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00201,18,Healthcare,64,1303898.06,322874.81,24,9.37,546,0.575,Equipment,TX,1,0.7741,Decline,"RISK SUMMARY: Decline at 77.4% default probability. Low credit score (546) materially increases default risk.

KEY SIGNALS:
- Low credit score (546) materially increases default risk.
- Debt-to-income ratio (0.57) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00202,8,Construction,224,1656341.76,92006.57,36,12.39,722,0.534,Working Capital,CA,0,0.1809,Approve,"RISK SUMMARY: Approve at 18.1% default probability. Business operating history (8 years) is limited.

KEY SIGNALS:
- Business operating history (8 years) is limited.
- Debt-to-income ratio (0.53) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00203,23,Hospitality,354,3001250.81,191985.35,12,7.86,775,0.15,Refinancing,WA,0,0.1664,Approve,"RISK SUMMARY: Approve at 16.6% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00204,25,Construction,32,345886.9,325841.7,60,15.18,584,0.368,Real Estate,NC,0,0.0653,Approve,"RISK SUMMARY: Approve at 6.5% default probability. Low credit score (584) materially increases default risk.

KEY SIGNALS:
- Low credit score (584) materially increases default risk.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00205,25,Technology,414,4464389.96,369262.53,12,13.8,703,0.498,Real Estate,CA,0,0.4184,Review,"RISK SUMMARY: Review at 41.8% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00206,15,Healthcare,152,2736533.68,250145.08,60,7.02,698,0.278,Expansion,IL,0,0.2337,Approve,"RISK SUMMARY: Approve at 23.4% default probability. Loan purpose (Expansion) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Expansion) has performed worse than the portfolio average.
- Interest rate (7.02%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00207,20,Agriculture,285,843699.88,270257.34,48,8.49,654,0.398,Expansion,CA,0,0.3712,Approve,"RISK SUMMARY: Approve at 37.1% default probability. Loan purpose (Expansion) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Expansion) has performed worse than the portfolio average.
- Interest rate (8.49%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00208,17,Hospitality,377,968394.74,19172.73,36,14.98,642,0.276,Working Capital,NC,0,0.0499,Approve,"RISK SUMMARY: Approve at 5.0% default probability. Sector exposure (Hospitality) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.
- Credit score (642) is below the stronger-performing borrower range.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00209,7,Healthcare,351,2512868.34,280219.23,60,8.32,729,0.452,Working Capital,TX,0,0.3504,Approve,"RISK SUMMARY: Approve at 35.0% default probability. Business operating history (7 years) is limited.

KEY SIGNALS:
- Business operating history (7 years) is limited.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00210,3,Retail,429,4692107.71,97533.01,12,7.23,768,0.205,Working Capital,PA,0,0.4147,Review,"RISK SUMMARY: Review at 41.5% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
